id,price_2
917,632.23
918,779.47
919,905.94
920,443.91
921,652.56
922,395.1
923,356.26
924,996.6
925,821.87
926,513.53
927,986.22
928,599.5
929,720.06
930,1113.12
931,574.05
932,952.57
933,623.37
934,907.54
935,877.93
936,885.95
937,935.77
938,848.06
939,947.1
940,1413.52
941,597.15
942,728.49
943,431.97
944,678.29
945,999.69
946,820.48
947,465.72
948,1065.69
949,584.85
950,893.95
951,743.01
952,912.25
953,707.28
954,773.78
955,1266.29
956,909.38
957,776.94
958,574.23
959,967.46
960,832.11
961,1198.43
962,790.88
963,874.31
964,853.24
965,1062.79
966,541.97
967,506.21
968,655.8
969,923.24
970,653.77
971,650.74
972,743.23
973,904.04
974,365.73
975,711.31
976,1286.47
977,666.81
978,794.87
979,973.32
980,297.55
981,1208.35
982,1022.91
983,614.11
984,640.9
985,618.09
986,695.83
987,1248.52
988,992.14
989,624.04
990,875.14
991,666.75
992,980.44
993,491.88
994,509.03
995,1365.3
996,955.6
997,719.89
998,921.03
999,836.87
1000,991.26
1001,624.25
1002,696.3
1003,672.86
1004,1324.49
1005,811.28
1006,507.05
1007,883.05
1008,1217.32
1009,738.33
1010,837.21
1011,481.74
1012,710.35
1013,919.92
1014,958.13
1015,835.8
1016,639.39
1017,956.36
1018,1051.51
1019,659.8
1020,801.13
1021,763.46
1022,844.6
1023,783.11
1024,507.48
1025,439.22
1026,677.69
1027,479.14
1028,702.98
1029,1008.14
1030,839.79
1031,613.77
1032,708.53
1033,1151.59
1034,598.89
1035,444.69
1036,1346.48
1037,813.85
1038,950.2
1039,767.03
1040,632.67
1041,1154.0
1042,1138.54
1043,949.27
1044,655.82
1045,481.24
1046,921.4
1047,799.74
1048,1098.1
1049,708.97
1050,668.57
1051,810.33
1052,849.48
1053,891.96
1054,692.19
1055,321.09
1056,948.66
1057,910.26
1058,831.23
1059,988.76
1060,891.46
1061,697.77
1062,897.2
1063,577.37
1064,863.86
1065,477.85
1066,973.5
1067,869.91
1068,478.55
1069,577.2
1070,771.42
1071,882.16
1072,1128.12
1073,572.32
1074,842.89
1075,832.28
1076,649.85
1077,856.91
1078,974.57
1079,832.98
1080,724.09
1081,443.46
1082,712.57
1083,891.25
1084,728.5
1085,748.43
1086,775.67
1087,792.53
1088,752.73
1089,701.95
1090,730.79
1091,869.47
1092,980.62
1093,672.62
1094,431.24
1095,716.97
1096,898.66
1097,718.89
1098,728.07
1099,823.23
1100,735.58
1101,932.29
1102,509.0
1103,1019.41
1104,768.14
1105,603.69
1106,555.99
1107,732.93
1108,885.37
1109,832.57
1110,725.46
1111,1058.38
1112,1001.58
1113,703.51
1114,710.29
1115,670.08
1116,637.67
1117,1454.21
1118,1095.66
1119,1243.47
1120,620.73
1121,1083.09
1122,1140.67
1123,792.74
1124,1095.32
1125,525.68
1126,612.27
1127,568.29
1128,675.76
1129,1032.67
1130,939.0
1131,823.02
1132,931.7
1133,629.79
1134,645.42
1135,787.07
1136,804.78
1137,593.91
1138,632.63
1139,621.23
1140,858.92
1141,768.63
1142,984.68
1143,772.57
1144,971.88
1145,914.04
1146,869.38
1147,676.17
1148,800.79
1149,588.93
1150,896.7
1151,689.42
1152,775.8
1153,1102.46
1154,665.4
1155,677.66
1156,863.1
1157,637.45
1158,1076.12
1159,523.06
1160,1002.29
1161,842.57
1162,826.74
1163,869.37
1164,879.09
1165,1007.8
1166,786.45
1167,1199.9
1168,827.42
1169,865.11
1170,524.06
1171,872.29
1172,701.91
1173,820.12
1174,824.26
1175,575.64
1176,956.79
1177,1067.14
1178,630.69
1179,1311.45
1180,841.22
1181,622.54
1182,608.22
1183,755.37
1184,1179.33
1185,971.33
1186,808.97
1187,613.4
1188,1121.14
1189,931.62
1190,406.02
1191,1555.2
1192,938.75
1193,622.53
1194,631.9
1195,920.23
1196,567.21
1197,734.03
1198,707.89
1199,782.8
1200,434.14
1201,809.52
1202,778.64
1203,864.12
1204,940.69
1205,905.54
1206,1243.47
1207,439.32
1208,886.06
1209,957.29
1210,819.08
1211,760.64
1212,1181.01
1213,896.66
1214,713.33
1215,1105.89
1216,822.71
1217,988.55
1218,845.88
1219,818.95
1220,498.44
1221,821.87
1222,609.46
1223,969.55
1224,994.45
1225,782.79
1226,1010.0
1227,951.8
1228,919.29
1229,719.09
1230,614.51
1231,389.81
1232,501.74
1233,1186.71
1234,1194.87
1235,855.56
1236,647.79
1237,811.99
1238,1293.79
1239,885.52
1240,645.14
1241,1118.7
1242,882.41
1243,789.58
1244,635.1
1245,917.38
1246,761.29
1247,738.24
1248,894.06
1249,652.84
1250,861.43
1251,911.58
1252,833.74
1253,598.94
1254,654.03
1255,1052.05
1256,950.98
1257,571.63
1258,1267.15
1259,533.43
1260,601.79
1261,1135.12
1262,1181.75
1263,547.16
1264,864.76
1265,1038.64
1266,761.76
1267,744.91
1268,1198.61
1269,1202.91
1270,613.6
1271,1007.94
1272,717.22
1273,1047.87
1274,875.72
1275,1079.14
1276,935.51
1277,497.04
1278,397.52
1279,858.96
1280,1195.8
1281,1251.42
1282,690.8
1283,607.46
1284,1011.63
1285,991.9
1286,597.3
1287,1011.82
1288,724.37
1289,744.91
1290,695.06
1291,1404.03
1292,847.18
1293,732.2
1294,662.07
1295,768.39
1296,1233.52
1297,1036.49
1298,795.56
1299,516.63
1300,1359.39
1301,721.82
1302,756.51
1303,1340.65
1304,937.45
1305,618.84
1306,779.1
1307,746.32
1308,1139.41
1309,521.58
1310,954.77
1311,947.79
1312,863.8
1313,852.35
1314,883.72
1315,691.07
1316,1640.53
1317,1040.96
1318,1048.31
1319,1233.78
1320,678.91
1321,1061.38
1322,700.53
1323,635.14
1324,847.5
1325,435.14
1326,561.94
1327,1220.96
1328,638.0
1329,839.62
1330,888.68
1331,966.0
1332,730.37
1333,701.47
1334,844.18
1335,715.37
1336,1228.21
1337,670.14
1338,1467.77
1339,1095.66
1340,1169.19
1341,849.29
1342,696.26
1343,911.5
1344,788.24
1345,1117.88
1346,1095.04
1347,1231.42
1348,753.39
1349,1023.76
1350,955.77
1351,1121.89
1352,842.67
1353,1094.62
1354,1039.59
1355,928.64
1356,722.76
1357,978.75
1358,695.86
1359,910.95
1360,625.26
1361,849.44
1362,961.05
1363,512.38
1364,801.91
1365,881.42
1366,745.28
1367,1236.62
1368,423.34
1369,1123.46
1370,807.96
1371,1085.08
1372,971.54
1373,643.79
1374,885.92
1375,854.19
1376,670.42
1377,753.73
1378,597.88
1379,738.21
1380,930.89
1381,957.36
1382,536.36
1383,842.13
1384,735.05
1385,451.94
1386,1087.15
1387,761.06
1388,1009.17
1389,732.58
1390,815.24
1391,381.73
1392,707.24
1393,530.33
1394,750.13
1395,595.11
1396,848.97
1397,646.85
1398,592.65
1399,757.55
1400,1395.57
1401,642.78
1402,796.33
1403,1107.44
1404,496.65
1405,799.83
1406,392.57
1407,1061.69
1408,764.74
1409,732.14
1410,1064.12
1411,458.18
1412,783.9
1413,922.37
1414,864.33
1415,974.7
1416,632.64
1417,1016.42
1418,786.32
1419,530.61
1420,544.07
1421,840.69
1422,779.09
1423,1189.67
1424,844.75
1425,596.82
1426,775.39
1427,510.9
1428,1066.32
1429,597.06
1430,956.66
1431,794.12
1432,801.16
1433,816.3
1434,668.91
1435,473.01
1436,548.74
1437,692.08
1438,771.76
1439,675.73
1440,1130.55
1441,1150.84
1442,537.23
1443,712.4
1444,579.31
1445,764.32
1446,477.37
1447,643.31
1448,934.03
1449,620.28
1450,714.12
1451,955.26
1452,589.62
1453,677.33
1454,917.17
1455,700.86
1456,787.75
1457,628.8
1458,1081.09
1459,914.49
1460,881.93
1461,609.66
1462,1250.24
1463,1132.18
1464,806.96
1465,669.76
1466,1080.5
1467,1295.44
1468,1251.12
1469,800.73
1470,813.85
1471,1034.08
1472,821.32
1473,780.73
1474,937.88
1475,691.12
1476,708.25
1477,683.62
1478,797.66
1479,1465.25
1480,639.35
1481,1427.33
1482,749.38
1483,597.48
1484,915.79
1485,557.83
1486,667.79
1487,843.89
1488,645.44
1489,566.42
1490,590.76
1491,1296.24
1492,711.01
1493,730.85
1494,783.77
1495,698.2
1496,711.95
1497,673.5
1498,620.09
1499,706.02
1500,694.69
1501,1074.31
1502,834.57
1503,729.86
1504,871.26
1505,655.1
1506,1036.5
1507,1011.36
1508,951.48
1509,1171.6
1510,1021.25
1511,772.01
1512,785.43
1513,788.79
1514,891.0
1515,878.71
1516,811.06
1517,941.81
1518,779.27
1519,961.88
1520,911.63
1521,785.49
1522,728.57
1523,813.81
1524,725.67
1525,880.9
1526,1057.67
1527,1150.97
1528,983.55
1529,823.58
1530,571.51
1531,1087.16
1532,1228.23
1533,662.07
1534,1210.32
1535,760.13
1536,617.58
1537,771.0
1538,436.05
1539,605.99
1540,917.61
1541,1432.08
1542,836.0
1543,975.14
1544,812.53
1545,910.2
1546,814.28
1547,1156.27
1548,735.97
1549,952.36
1550,739.72
1551,1096.99
1552,625.36
1553,691.08
1554,807.18
1555,546.34
1556,1111.53
1557,632.9
1558,627.34
1559,872.8
1560,1114.51
1561,846.57
1562,905.78
1563,1003.97
1564,740.66
1565,787.8
1566,502.92
1567,519.86
1568,908.48
1569,773.55
1570,797.61
1571,1129.96
1572,713.83
1573,654.16
1574,986.92
1575,754.02
1576,837.95
1577,677.95
1578,1096.01
1579,977.45
1580,922.16
1581,405.16
1582,451.08
1583,938.42
1584,542.24
1585,1049.95
1586,430.52
1587,1115.18
1588,779.41
1589,1163.88
1590,1133.42
1591,631.0
1592,597.46
1593,1106.57
1594,797.0
1595,897.11
1596,857.61
1597,516.08
1598,560.13
1599,1031.37
1600,711.38
1601,860.08
1602,1313.25
1603,727.2
1604,539.81
1605,949.28
1606,602.54
1607,789.52
1608,927.18
1609,869.41
1610,1024.24
1611,892.69
1612,981.31
1613,662.37
1614,1209.4
1615,1641.61
1616,1106.84
1617,1053.64
1618,694.11
1619,867.09
1620,1179.04
1621,557.06
1622,922.7
1623,770.39
1624,552.09
1625,707.65
1626,830.23
1627,760.6
1628,867.08
1629,695.07
1630,598.24
1631,1059.0
1632,787.68
1633,990.64
1634,858.84
1635,1114.38
1636,1151.06
1637,940.18
1638,607.54
1639,1198.4
1640,757.01
1641,572.99
1642,906.17
1643,852.75
1644,1047.65
1645,713.12
1646,790.2
1647,755.63
1648,1076.68
1649,651.51
1650,740.23
1651,1008.29
1652,754.73
1653,999.82
1654,570.1
1655,1258.92
1656,889.03
1657,1145.01
1658,1260.19
1659,735.88
1660,985.74
1661,809.47
1662,891.38
1663,627.44
1664,832.6
1665,824.96
1666,1165.98
1667,671.47
1668,834.06
1669,790.4
1670,1295.21
1671,607.77
1672,787.1
1673,848.5
1674,1081.54
1675,1028.06
1676,734.26
1677,896.58
1678,855.49
1679,882.24
1680,937.82
1681,631.83
1682,892.19
1683,563.52
1684,1088.43
1685,1182.95
1686,1183.74
1687,524.12
1688,956.44
1689,833.31
1690,1095.04
1691,691.22
1692,1175.33
1693,1161.41
1694,825.73
1695,960.56
1696,1080.59
1697,1322.84
1698,761.55
1699,714.68
1700,616.43
1701,1048.29
1702,983.78
1703,434.52
1704,923.65
1705,692.48
1706,760.51
1707,715.28
1708,1176.61
1709,1184.12
1710,651.22
1711,746.5
1712,885.7
1713,754.37
1714,1179.92
1715,718.0
1716,1011.96
1717,744.34
1718,685.0
1719,717.89
1720,1051.74
1721,497.36
1722,942.58
1723,561.82
1724,717.78
1725,630.97
1726,890.88
1727,1324.86
1728,732.25
1729,1275.67
1730,841.46
1731,767.57
1732,983.59
1733,705.2
1734,1310.33
1735,1069.05
1736,832.93
1737,1073.12
1738,1115.46
1739,858.29
1740,1275.67
1741,604.29
1742,624.57
1743,765.31
1744,801.19
1745,488.65
1746,713.13
1747,775.52
1748,730.43
1749,966.95
1750,855.47
1751,612.95
1752,1084.84
1753,518.24
1754,1427.04
1755,1248.55
1756,1275.39
1757,1211.4
1758,561.61
1759,1120.3
1760,640.82
1761,901.81
1762,424.71
1763,880.61
1764,888.75
1765,719.04
1766,609.08
1767,1201.26
1768,871.88
1769,496.72
1770,819.12
1771,1056.54
1772,1111.95
1773,700.38
1774,530.33
1775,641.8
1776,658.15
1777,611.84
1778,818.72
1779,1148.25
1780,601.28
1781,830.86
1782,824.12
1783,705.02
1784,721.49
1785,1015.64
1786,847.29
1787,1160.58
1788,1225.59
1789,636.74
1790,1319.35
1791,710.44
1792,873.02
1793,596.46
1794,1018.8
1795,526.84
1796,803.83
1797,585.55
1798,835.37
1799,1029.93
1800,636.64
1801,735.54
1802,1050.31
1803,993.22
1804,1085.69
1805,1036.92
1806,540.58
1807,785.83
1808,547.33
1809,589.79
1810,468.71
1811,665.46
1812,712.6
1813,760.42
1814,956.22
1815,1089.79
1816,1394.3
1817,1046.12
1818,592.26
1819,786.06
1820,788.01
1821,1200.3
1822,906.91
1823,890.34
1824,875.17
1825,716.43
1826,953.69
1827,1385.1
1828,1299.75
1829,681.05
1830,799.53
1831,732.54
1832,680.25
1833,1087.4
1834,1106.12
1835,830.41
1836,987.64
1837,733.28
1838,654.29
1839,1084.09
1840,906.42
1841,451.77
1842,642.32
1843,525.57
1844,639.71
1845,1193.92
1846,747.89
1847,628.57
1848,1177.45
1849,771.44
1850,645.49
1851,825.01
1852,800.18
1853,585.8
1854,626.87
1855,915.45
1856,662.04
1857,1035.61
1858,986.06
1859,521.53
1860,736.17
1861,586.41
1862,658.62
1863,1241.08
1864,742.72
1865,1369.18
1866,628.71
1867,1107.94
1868,1299.98
1869,1268.37
1870,726.6
1871,1072.58
1872,950.43
1873,590.43
1874,987.8
1875,469.57
1876,674.86
1877,535.6
1878,810.01
1879,749.87
1880,927.67
1881,970.22
1882,721.87
1883,645.34
1884,1106.02
1885,595.68
1886,413.6
1887,1026.61
1888,832.39
1889,1095.74
1890,949.74
1891,372.35
1892,663.63
1893,1336.71
1894,458.74
1895,603.32
1896,723.82
1897,1101.58
1898,1027.42
1899,663.06
1900,1016.05
1901,643.82
1902,1004.69
1903,746.93
1904,1164.88
1905,777.71
1906,1227.64
1907,640.03
1908,1096.33
1909,675.09
1910,878.82
1911,674.88
1912,950.62
1913,696.2
1914,609.16
1915,1051.5
1916,694.81
1917,772.66
1918,989.67
1919,664.75
1920,1132.53
1921,636.26
1922,738.02
1923,813.48
1924,1129.57
1925,841.74
1926,717.45
1927,1064.61
1928,676.05
1929,945.63
1930,822.68
1931,554.92
1932,726.84
1933,843.48
1934,823.07
1935,827.14
1936,714.41
1937,723.8
1938,929.22
1939,948.96
1940,971.76
1941,820.53
1942,928.03
1943,581.08
1944,839.1
1945,732.92
1946,652.74
1947,848.31
1948,532.22
1949,649.58
1950,897.04
1951,658.72
1952,791.65
1953,1062.85
1954,575.98
1955,1035.72
1956,400.82
1957,1006.72
1958,593.24
1959,968.66
1960,672.3
1961,798.48
1962,567.3
1963,681.23
1964,913.47
1965,721.61
1966,642.22
1967,717.23
1968,927.18
1969,876.52
1970,817.95
1971,721.33
1972,716.84
1973,1058.81
1974,836.09
1975,947.08
1976,489.83
1977,823.23
1978,732.25
1979,848.75
1980,1130.13
1981,720.93
1982,1019.59
1983,953.27
1984,610.76
1985,1316.45
1986,803.22
1987,774.48
1988,572.61
1989,291.75
1990,708.06
1991,1286.86
1992,638.28
1993,1121.46
1994,1033.4
1995,692.87
1996,1100.04
1997,1283.93
1998,804.19
1999,1062.43
